MJD, Altitude, Latitude, Longitude, SPS, Alpha
 31844.00000000, 4.959000E+02, 0.000000E+00, 223.942534, 41.454815, 90.000000
 31844.00069444, 4.971393E+02, 2.862267E+00, 225.327977, 39.847485, 90.000000
 31844.00138889, 5.009252E+02, 5.717444E+00, 226.706184, 38.429253, 90.000000
 31844.00208333, 5.073403E+02, 8.559786E+00, 228.083683, 37.220212, 90.000000
 31844.00277778, 5.164359E+02, 1.138368E+01, 229.467363, 36.238249, 90.000000
 31844.00347222, 5.282278E+02, 1.418364E+01, 230.864461, 35.497775, 90.000000
 31844.00416667, 5.426943E+02, 1.695423E+01, 232.282536, 35.008471, 90.000000
 31844.00486111, 5.597779E+02, 1.969008E+01, 233.729446, 34.774275, 90.000000
 31844.00555556, 5.793887E+02, 2.238585E+01, 235.213319, 34.792836, 90.000000
 31844.00625000, 6.014104E+02, 2.503621E+01, 236.742536, 35.055598, 90.000000
 31844.00694444, 6.257069E+02, 2.763587E+01, 238.325724, 35.548498, 90.000000
 31844.00763889, 6.521293E+02, 3.017954E+01, 239.971760, 36.253170, 90.000000
 31844.00833333, 6.805220E+02, 3.266199E+01, 241.689786, 37.148393, 90.000000
 31844.00902778, 7.107283E+02, 3.507803E+01, 243.489223, 38.211543, 90.000000
 31844.00972222, 7.425947E+02, 3.742249E+01, 245.379781, 39.419866, 90.000000
 31844.01041667, 7.759738E+02, 3.969023E+01, 247.371451, 40.751452, 90.000000
 31844.01111111, 8.107257E+02, 4.187611E+01, 249.474468, 42.185892, 90.000000
 31844.01180556, 8.467193E+02, 4.397495E+01, 251.699220, 43.704660, 90.000000
 31844.01250000, 8.838319E+02, 4.598149E+01, 254.056097, 45.291273, 90.000000
 31844.01319444, 9.219486E+02, 4.789037E+01, 256.555245, 46.931286, 90.000000
 31844.01388889, 9.609619E+02, 4.969606E+01, 259.206212, 48.612194, 90.000000
 31844.01458333, 1.000771E+03, 5.139288E+01, 262.017474, 50.323275, 90.000000
 31844.01527778, 1.041279E+03, 5.297500E+01, 264.995807, 52.055402, 90.000000
 31844.01597222, 1.082395E+03, 5.443651E+01, 268.145533, 53.800858, 90.000000
 31844.01666667, 1.124034E+03, 5.577150E+01, 271.467644, 55.553145, 90.000000
 31844.01736111, 1.166111E+03, 5.697424E+01, 274.958877, 57.306826, 90.000000
 31844.01805556, 1.208547E+03, 5.803939E+01, 278.610823, 59.057365, 90.000000
 31844.01875000, 1.251265E+03, 5.896228E+01, 282.409219, 60.800998, 90.000000
 31844.01944444, 1.294194E+03, 5.973923E+01, 286.333579, 62.534618, 90.000000
 31844.02013889, 1.337262E+03, 6.036784E+01, 290.357317, 64.255672, 90.000000
 31844.02083333, 1.380403E+03, 6.084732E+01, 294.448488, 65.962080, 90.000000
 31844.02152778, 1.423555E+03, 6.117866E+01, 298.571145, 67.652160, 90.000000
 31844.02222222, 1.466656E+03, 6.136478E+01, 302.687219, 69.324571, 90.000000
 31844.02291667, 1.509650E+03, 6.141049E+01, 306.758685, 70.978253, 90.000000
 31844.02361111, 1.552484E+03, 6.132231E+01, 310.749729, 72.612393, 90.000000
 31844.02430556, 1.595106E+03, 6.110822E+01, 314.628601, 74.226381, 90.000000
 31844.02500000, 1.637470E+03, 6.077726E+01, 318.368953, 75.819779, 90.000000
 31844.02569444, 1.679531E+03, 6.033920E+01, 321.950543, 77.392298, 90.000000
 31844.02638889, 1.721248E+03, 5.980408E+01, 325.359342, 78.943769, 90.000000
 31844.02708333, 1.762580E+03, 5.918194E+01, 328.587136, 80.474131, 90.000000
 31844.02777778, 1.803493E+03, 5.848250E+01, 331.630807, 81.983406, 90.000000
 31844.02847222, 1.843952E+03, 5.771496E+01, 334.491430, 83.471690, 90.000000
 31844.02916667, 1.883926E+03, 5.688791E+01, 337.173340, 84.939141, 90.000000
 31844.02986111, 1.923385E+03, 5.600917E+01, 339.683253, 86.385963, 90.000000
 31844.03055556, 1.962301E+03, 5.508586E+01, 342.029494, 87.812402, 90.000000
 31844.03125000, 2.000650E+03, 5.412430E+01, 344.221362, 89.218736, 90.000000
 31844.03194444, 2.038407E+03, 5.313015E+01, 346.268638, 90.605270, 90.000000
 31844.03263889, 2.075549E+03, 5.210837E+01, 348.181203, 91.972324, 90.000000
 31844.03333333, 2.112057E+03, 5.106333E+01, 349.968773, 93.320238, 90.000000
 31844.03402778, 2.147910E+03, 4.999882E+01, 351.640712, 94.649356, 90.000000
 31844.03472222, 2.183090E+03, 4.891817E+01, 353.205916, 95.960032, 90.000000
 31844.03541667, 2.217581E+03, 4.782425E+01, 354.672746, 97.252620, 90.000000
 31844.03611111, 2.251366E+03, 4.671953E+01, 356.048993, 98.527474, 90.000000
 31844.03680556, 2.284431E+03, 4.560618E+01, 357.341879, 99.784947, 90.000000
 31844.03750000, 2.316761E+03, 4.448602E+01, 358.558061, 101.025384, 90.000000
 31844.03819444, 2.348344E+03, 4.336065E+01, 359.703665, 102.249124, 90.000000
 31844.03888889, 2.379168E+03, 4.223143E+01,  0.784305, 103.456497, 90.000000
 31844.03958333, 2.409220E+03, 4.109950E+01,  1.805127, 104.647821, 90.000000
 31844.04027778, 2.438490E+03, 3.996586E+01,  2.770840, 105.823406, 90.000000
 31844.04097222, 2.466969E+03, 3.883135E+01,  3.685750, 106.983545, 90.000000
 31844.04166667, 2.494646E+03, 3.769666E+01,  4.553798, 108.128520, 90.000000
