MJD, Altitude, Latitude, Longitude, SPS, Alpha
 31844.00000000, 3.459000E+02, 0.000000E+00, 223.942534, 41.454815, 90.000000
 31844.00069444, 3.473294E+02, 3.059602E+00, 225.437522, 39.745754, 90.000000
 31844.00138889, 3.517180E+02, 6.110203E+00, 226.921012, 38.257816, 90.000000
 31844.00208333, 3.591872E+02, 9.144706E+00, 228.401047, 37.014890, 90.000000
 31844.00277778, 3.698105E+02, 1.215622E+01, 229.886212, 36.037444, 90.000000
 31844.00347222, 3.836071E+02, 1.513801E+01, 231.385589, 35.340787, 90.000000
 31844.00416667, 4.005399E+02, 1.808342E+01, 232.908683, 34.933477, 90.000000
 31844.00486111, 4.205195E+02, 2.098587E+01, 234.465346, 34.816214, 90.000000
 31844.00555556, 4.434120E+02, 2.383880E+01, 236.065707, 34.981535, 90.000000
 31844.00625000, 4.690495E+02, 2.663569E+01, 237.720134, 35.414434, 90.000000
 31844.00694444, 4.972415E+02, 2.937008E+01, 239.439204, 36.093793, 90.000000
 31844.00763889, 5.277855E+02, 3.203559E+01, 241.233713, 36.994311, 90.000000
 31844.00833333, 5.604766E+02, 3.462594E+01, 243.114691, 38.088523, 90.000000
 31844.00902778, 5.951146E+02, 3.713499E+01, 245.093424, 39.348612, 90.000000
 31844.00972222, 6.315089E+02, 3.955668E+01, 247.181457, 40.747792, 90.000000
 31844.01041667, 6.694808E+02, 4.188507E+01, 249.390568, 42.261245, 90.000000
 31844.01111111, 7.088652E+02, 4.411426E+01, 251.732674, 43.866636, 90.000000
 31844.01180556, 7.495094E+02, 4.623833E+01, 254.219650, 45.544311, 90.000000
 31844.01250000, 7.912729E+02, 4.825131E+01, 256.863035, 47.277267, 90.000000
 31844.01319444, 8.340252E+02, 5.014710E+01, 259.673584, 49.050991, 90.000000
 31844.01388889, 8.776449E+02, 5.191947E+01, 262.660653, 50.853222, 90.000000
 31844.01458333, 9.220178E+02, 5.356206E+01, 265.831399, 52.673688, 90.000000
 31844.01527778, 9.670361E+02, 5.506848E+01, 269.189793, 54.503844, 90.000000
 31844.01597222, 1.012598E+03, 5.643242E+01, 272.735511, 56.336622, 90.000000
 31844.01666667, 1.058605E+03, 5.764786E+01, 276.462775, 58.166207, 90.000000
 31844.01736111, 1.104965E+03, 5.870940E+01, 280.359307, 59.987847, 90.000000
 31844.01805556, 1.151590E+03, 5.961258E+01, 284.405595, 61.797675, 90.000000
 31844.01875000, 1.198395E+03, 6.035429E+01, 288.574690, 63.592572, 90.000000
 31844.01944444, 1.245300E+03, 6.093314E+01, 292.832741, 65.370042, 90.000000
 31844.02013889, 1.292230E+03, 6.134975E+01, 297.140342, 67.128108, 90.000000
 31844.02083333, 1.339112E+03, 6.160697E+01, 301.454637, 68.865231, 90.000000
 31844.02152778, 1.385881E+03, 6.170989E+01, 305.731929, 70.580232, 90.000000
 31844.02222222, 1.432472E+03, 6.166566E+01, 309.930417, 72.272239, 90.000000
 31844.02291667, 1.478828E+03, 6.148321E+01, 314.012650, 73.940629, 90.000000
 31844.02361111, 1.524892E+03, 6.117282E+01, 317.947349, 75.584995, 90.000000
 31844.02430556, 1.570613E+03, 6.074561E+01, 321.710438, 77.205100, 90.000000
 31844.02500000, 1.615945E+03, 6.021308E+01, 325.285270, 78.800857, 90.000000
 31844.02569444, 1.660842E+03, 5.958671E+01, 328.662184, 80.372298, 90.000000
 31844.02638889, 1.705264E+03, 5.887758E+01, 331.837622, 81.919553, 90.000000
 31844.02708333, 1.749172E+03, 5.809613E+01, 334.813010, 83.442836, 90.000000
 31844.02777778, 1.792532E+03, 5.725204E+01, 337.593588, 84.942424, 90.000000
 31844.02847222, 1.835311E+03, 5.635408E+01, 340.187327, 86.418648, 90.000000
 31844.02916667, 1.877479E+03, 5.541014E+01, 342.603989, 87.871882, 90.000000
 31844.02986111, 1.919008E+03, 5.442720E+01, 344.854370, 89.302529, 90.000000
 31844.03055556, 1.959872E+03, 5.341143E+01, 346.949708, 90.711018, 90.000000
 31844.03125000, 2.000046E+03, 5.236821E+01, 348.901260, 92.097796, 90.000000
 31844.03194444, 2.039509E+03, 5.130222E+01, 350.719996, 93.463318, 90.000000
 31844.03263889, 2.078240E+03, 5.021751E+01, 352.416405, 94.808050, 90.000000
 31844.03333333, 2.116219E+03, 4.911757E+01, 354.000377, 96.132455, 90.000000
 31844.03402778, 2.153429E+03, 4.800539E+01, 355.481134, 97.436997, 90.000000
 31844.03472222, 2.189853E+03, 4.688356E+01, 356.867218, 98.722136, 90.000000
 31844.03541667, 2.225476E+03, 4.575427E+01, 358.166490, 99.988323, 90.000000
 31844.03611111, 2.260283E+03, 4.461938E+01, 359.386157, 101.235999, 90.000000
 31844.03680556, 2.294261E+03, 4.348050E+01,  0.532810, 102.465594, 90.000000
 31844.03750000, 2.327398E+03, 4.233896E+01,  1.612461, 103.677527, 90.000000
 31844.03819444, 2.359681E+03, 4.119590E+01,  2.630590, 104.872198, 90.000000
 31844.03888889, 2.391100E+03, 4.005229E+01,  3.592189, 106.049996, 90.000000
 31844.03958333, 2.421644E+03, 3.890891E+01,  4.501804, 107.211290, 90.000000
 31844.04027778, 2.451306E+03, 3.776642E+01,  5.363578, 108.356433, 90.000000
 31844.04097222, 2.480074E+03, 3.662538E+01,  6.181289, 109.485758, 90.000000
 31844.04166667, 2.507942E+03, 3.548622E+01,  6.958381, 110.599579, 90.000000
