MJD, Altitude, Latitude, Longitude, SPS, Alpha
 31844.00000000, 5.959000E+02, 0.000000E+00, 223.942534, 41.454815, 90.000000
 31844.00069444, 5.997387E+02, 3.300669E+00, 225.580925, 39.613280, 90.000000
 31844.00138889, 6.112935E+02, 6.584029E+00, 227.214011, 38.023924, 90.000000
 31844.00208333, 6.305600E+02, 9.834245E+00, 228.847619, 36.718327, 90.000000
 31844.00277778, 6.574452E+02, 1.303630E+01, 230.487879, 35.720960, 90.000000
 31844.00347222, 6.917685E+02, 1.617622E+01, 232.141061, 35.046466, 90.000000
 31844.00416667, 7.332689E+02, 1.924129E+01, 233.813397, 34.697715, 90.000000
 31844.00486111, 7.816195E+02, 2.222019E+01, 235.510927, 34.665216, 90.000000
 31844.00555556, 8.364449E+02, 2.510309E+01, 237.239365, 34.928172, 90.000000
 31844.00625000, 8.973383E+02, 2.788171E+01, 239.004015, 35.456966, 90.000000
 31844.00694444, 9.638780E+02, 3.054930E+01, 240.809710, 36.216447, 90.000000
 31844.00763889, 1.035640E+03, 3.310063E+01, 242.660784, 37.169268, 90.000000
 31844.00833333, 1.112209E+03, 3.553185E+01, 244.561044, 38.278684, 90.000000
 31844.00902778, 1.193183E+03, 3.784041E+01, 246.513746, 39.510531, 90.000000
 31844.00972222, 1.278179E+03, 4.002486E+01, 248.521561, 40.834373, 90.000000
 31844.01041667, 1.366836E+03, 4.208473E+01, 250.586522, 42.223970, 90.000000
 31844.01111111, 1.458812E+03, 4.402036E+01, 252.709962, 43.657270, 90.000000
 31844.01180556, 1.553790E+03, 4.583278E+01, 254.892437, 45.116116, 90.000000
 31844.01250000, 1.651474E+03, 4.752356E+01, 257.133641, 46.585816, 90.000000
 31844.01319444, 1.751588E+03, 4.909473E+01, 259.432327, 48.054661, 90.000000
 31844.01388889, 1.853878E+03, 5.054873E+01, 261.786226, 49.513454, 90.000000
 31844.01458333, 1.958109E+03, 5.188828E+01, 264.191992, 50.955081, 90.000000
 31844.01527778, 2.064063E+03, 5.311640E+01, 266.645169, 52.374133, 90.000000
 31844.01597222, 2.171542E+03, 5.423635E+01, 269.140192, 53.766588, 90.000000
 31844.01666667, 2.280362E+03, 5.525163E+01, 271.670426, 55.129540, 90.000000
 31844.01736111, 2.390357E+03, 5.616593E+01, 274.228255, 56.460974, 90.000000
 31844.01805556, 2.501371E+03, 5.698317E+01, 276.805212, 57.759587, 90.000000
 31844.01875000, 2.613267E+03, 5.770743E+01, 279.392154, 59.024635, 90.000000
 31844.01944444, 2.725916E+03, 5.834298E+01, 281.979469, 60.255817, 90.000000
 31844.02013889, 2.839201E+03, 5.889424E+01, 284.557314, 61.453174, 90.000000
 31844.02083333, 2.953016E+03, 5.936573E+01, 287.115858, 62.617011, 90.000000
 31844.02152778, 3.067266E+03, 5.976209E+01, 289.645528, 63.747836, 90.000000
 31844.02222222, 3.181863E+03, 6.008799E+01, 292.137237, 64.846307, 90.000000
 31844.02291667, 3.296726E+03, 6.034812E+01, 294.582582, 65.913192, 90.000000
 31844.02361111, 3.411784E+03, 6.054714E+01, 296.974000, 66.949340, 90.000000
 31844.02430556, 3.526970E+03, 6.068965E+01, 299.304890, 67.955650, 90.000000
 31844.02500000, 3.642226E+03, 6.078013E+01, 301.569679, 68.933056, 90.000000
 31844.02569444, 3.757496E+03, 6.082292E+01, 303.763852, 69.882507, 90.000000
 31844.02638889, 3.872733E+03, 6.082220E+01, 305.883934, 70.804959, 90.000000
 31844.02708333, 3.987892E+03, 6.078194E+01, 307.927445, 71.701359, 90.000000
 31844.02777778, 4.102932E+03, 6.070590E+01, 309.892833, 72.572645, 90.000000
 31844.02847222, 4.217816E+03, 6.059762E+01, 311.779383, 73.419736, 90.000000
 31844.02916667, 4.332513E+03, 6.046040E+01, 313.587115, 74.243529, 90.000000
 31844.02986111, 4.446992E+03, 6.029731E+01, 315.316687, 75.044894, 90.000000
 31844.03055556, 4.561226E+03, 6.011120E+01, 316.969290, 75.824675, 90.000000
 31844.03125000, 4.675190E+03, 5.990466E+01, 318.546549, 76.583689, 90.000000
 31844.03194444, 4.788864E+03, 5.968009E+01, 320.050436, 77.322722, 90.000000
 31844.03263889, 4.902226E+03, 5.943968E+01, 321.483189, 78.042530, 90.000000
 31844.03333333, 5.015260E+03, 5.918541E+01, 322.847236, 78.743840, 90.000000
 31844.03402778, 5.127948E+03, 5.891909E+01, 324.145141, 79.427350, 90.000000
 31844.03472222, 5.240278E+03, 5.864234E+01, 325.379543, 80.093729, 90.000000
 31844.03541667, 5.352234E+03, 5.835664E+01, 326.553120, 80.743620, 90.000000
 31844.03611111, 5.463808E+03, 5.806332E+01, 327.668548, 81.377634, 90.000000
 31844.03680556, 5.574987E+03, 5.776356E+01, 328.728477, 81.996361, 90.000000
 31844.03750000, 5.685763E+03, 5.745844E+01, 329.735503, 82.600362, 90.000000
 31844.03819444, 5.796127E+03, 5.714891E+01, 330.692157, 83.190175, 90.000000
 31844.03888889, 5.906073E+03, 5.683584E+01, 331.600890, 83.766314, 90.000000
 31844.03958333, 6.015594E+03, 5.651999E+01, 332.464060, 84.329271, 90.000000
 31844.04027778, 6.124685E+03, 5.620204E+01, 333.283934, 84.879516, 90.000000
 31844.04097222, 6.233341E+03, 5.588261E+01, 334.062679, 85.417498, 90.000000
 31844.04166667, 6.341557E+03, 5.556222E+01, 334.802360, 85.943648, 90.000000
 31844.04236111, 6.449331E+03, 5.524137E+01, 335.504944, 86.458377, 90.000000
 31844.04305556, 6.556659E+03, 5.492049E+01, 336.172298, 86.962078, 90.000000
 31844.04375000, 6.663539E+03, 5.459993E+01, 336.806193, 87.455126, 90.000000
 31844.04444444, 6.769969E+03, 5.428005E+01, 337.408305, 87.937883, 90.000000
 31844.04513889, 6.875947E+03, 5.396114E+01, 337.980223, 88.410692, 90.000000
 31844.04583333, 6.981472E+03, 5.364344E+01, 338.523444, 88.873884, 90.000000
 31844.04652778, 7.086544E+03, 5.332720E+01, 339.039386, 89.327774, 90.000000
 31844.04722222, 7.191161E+03, 5.301261E+01, 339.529386, 89.772664, 90.000000
 31844.04791667, 7.295324E+03, 5.269984E+01, 339.994707, 90.208844, 90.000000
 31844.04861111, 7.399032E+03, 5.238904E+01, 340.436540, 90.636593, 90.000000
 31844.04930556, 7.502287E+03, 5.208035E+01, 340.856009, 91.056175, 90.000000
 31844.05000000, 7.605087E+03, 5.177386E+01, 341.254176, 91.467847, 90.000000
 31844.05069444, 7.707435E+03, 5.146969E+01, 341.632040, 91.871852, 90.000000
 31844.05138889, 7.809331E+03, 5.116791E+01, 341.990547, 92.268427, 90.000000
 31844.05208333, 7.910776E+03, 5.086859E+01, 342.330589, 92.657796, 90.000000
 31844.05277778, 8.011772E+03, 5.057178E+01, 342.653006, 93.040175, 90.000000
 31844.05347222, 8.112319E+03, 5.027753E+01, 342.958595, 93.415774, 90.000000
 31844.05416667, 8.212419E+03, 4.998588E+01, 343.248105, 93.784790, 90.000000
 31844.05486111, 8.312074E+03, 4.969685E+01, 343.522247, 94.147417, 90.000000
 31844.05555556, 8.411286E+03, 4.941046E+01, 343.781692, 94.503838, 90.000000
 31844.05625000, 8.510057E+03, 4.912674E+01, 344.027073, 94.854231, 90.000000
 31844.05694444, 8.608387E+03, 4.884568E+01, 344.258992, 95.198767, 90.000000
 31844.05763889, 8.706280E+03, 4.856730E+01, 344.478015, 95.537610, 90.000000
 31844.05833333, 8.803737E+03, 4.829158E+01, 344.684682, 95.870918, 90.000000
 31844.05902778, 8.900761E+03, 4.801853E+01, 344.879502, 96.198843, 90.000000
 31844.05972222, 8.997353E+03, 4.774813E+01, 345.062957, 96.521532, 90.000000
 31844.06041667, 9.093515E+03, 4.748038E+01, 345.235506, 96.839126, 90.000000
 31844.06111111, 9.189251E+03, 4.721525E+01, 345.397584, 97.151761, 90.000000
 31844.06180556, 9.284562E+03, 4.695273E+01, 345.549602, 97.459568, 90.000000
 31844.06250000, 9.379451E+03, 4.669280E+01, 345.691952, 97.762675, 90.000000
 31844.06319444, 9.473919E+03, 4.643545E+01, 345.825007, 98.061202, 90.000000
 31844.06388889, 9.567970E+03, 4.618064E+01, 345.949120, 98.355269, 90.000000
 31844.06458333, 9.661606E+03, 4.592835E+01, 346.064628, 98.644988, 90.000000
 31844.06527778, 9.754828E+03, 4.567855E+01, 346.171850, 98.930469, 90.000000
 31844.06597222, 9.847640E+03, 4.543122E+01, 346.271090, 99.211819, 90.000000
 31844.06666667, 9.940044E+03, 4.518634E+01, 346.362640, 99.489140, 90.000000
 31844.06736111, 1.003204E+04, 4.494387E+01, 346.446775, 99.762531, 90.000000
 31844.06805556, 1.012364E+04, 4.470378E+01, 346.523759, 100.032087, 90.000000
 31844.06875000, 1.021483E+04, 4.446605E+01, 346.593843, 100.297902, 90.000000
 31844.06944444, 1.030563E+04, 4.423064E+01, 346.657267, 100.560064, 90.000000
 31844.07013889, 1.039603E+04, 4.399753E+01, 346.714259, 100.818661, 90.000000
 31844.07083333, 1.048603E+04, 4.376668E+01, 346.765039, 101.073776, 90.000000
 31844.07152778, 1.057565E+04, 4.353806E+01, 346.809815, 101.325491, 90.000000
 31844.07222222, 1.066487E+04, 4.331165E+01, 346.848787, 101.573883, 90.000000
 31844.07291667, 1.075371E+04, 4.308742E+01, 346.882146, 101.819029, 90.000000
 31844.07361111, 1.084217E+04, 4.286533E+01, 346.910073, 102.061003, 90.000000
 31844.07430556, 1.093024E+04, 4.264535E+01, 346.932745, 102.299875, 90.000000
 31844.07500000, 1.101794E+04, 4.242745E+01, 346.950328, 102.535716, 90.000000
 31844.07569444, 1.110526E+04, 4.221161E+01, 346.962983, 102.768592, 90.000000
 31844.07638889, 1.119220E+04, 4.199780E+01, 346.970863, 102.998569, 90.000000
 31844.07708333, 1.127878E+04, 4.178597E+01, 346.974116, 103.225709, 90.000000
 31844.07777778, 1.136498E+04, 4.157612E+01, 346.972883, 103.450074, 90.000000
 31844.07847222, 1.145081E+04, 4.136820E+01, 346.967299, 103.671723, 90.000000
 31844.07916667, 1.153628E+04, 4.116219E+01, 346.957496, 103.890714, 90.000000
 31844.07986111, 1.162139E+04, 4.095806E+01, 346.943597, 104.107103, 90.000000
 31844.08055556, 1.170614E+04, 4.075578E+01, 346.925722, 104.320944, 90.000000
 31844.08125000, 1.179052E+04, 4.055532E+01, 346.903988, 104.532290, 90.000000
 31844.08194444, 1.187456E+04, 4.035667E+01, 346.878505, 104.741192, 90.000000
 31844.08263889, 1.195823E+04, 4.015979E+01, 346.849379, 104.947701, 90.000000
 31844.08333333, 1.204156E+04, 3.996465E+01, 346.816714, 105.151864, 90.000000
 31844.08402778, 1.212454E+04, 3.977123E+01, 346.780607, 105.353728, 90.000000
 31844.08472222, 1.220717E+04, 3.957950E+01, 346.741154, 105.553341, 90.000000
 31844.08541667, 1.228945E+04, 3.938944E+01, 346.698447, 105.750745, 90.000000
 31844.08611111, 1.237139E+04, 3.920103E+01, 346.652574, 105.945985, 90.000000
 31844.08680556, 1.245299E+04, 3.901423E+01, 346.603619, 106.139102, 90.000000
